Region;Units Sold
Sub-Saharan Africa;7617
Australia and Oceania;8027
Middle East and North Africa;225
Middle East and North Africa;3903
North America;785
Europe;9626
Europe;1212
Sub-Saharan Africa;3360
Australia and Oceania;5919
Europe;5768
Europe;1820
Sub-Saharan Africa;16
Europe;8330
Europe;1766
Central America and the Caribbean;7362
North America;9184
Europe;3331
Australia and Oceania;2933
Central America and the Caribbean;3151
Europe;6177
Europe;6235
Europe;4580
Sub-Saharan Africa;4499
Australia and Oceania;6307
Europe;2355
Asia;2021
Europe;6718
Europe;4887
Europe;7002
Europe;568
Australia and Oceania;5121
Europe;7229
Europe;5490
Australia and Oceania;5534
Sub-Saharan Africa;5021
Asia;8646
Asia;3130
Australia and Oceania;2230
Europe;1731
Asia;4450
Europe;5236
Sub-Saharan Africa;5970
Asia;561
North America;9954
Europe;7120
Asia;2065
Europe;6826
Asia;470
Australia and Oceania;4094
Asia;5830
Central America and the Caribbean;5838
Asia;1310
Central America and the Caribbean;1471
Middle East and North Africa;2575
Middle East and North Africa;2908
Sub-Saharan Africa;7788
Australia and Oceania;4563
Sub-Saharan Africa;7613
Central America and the Caribbean;3350
Sub-Saharan Africa;5216
Middle East and North Africa;8683
Europe;6258
Asia;2476
Central America and the Caribbean;8905
Sub-Saharan Africa;9144
Europe;3821
Middle East and North Africa;5599
Europe;4170
Middle East and North Africa;1257
Australia and Oceania;5615
Europe;8031
Europe;6321
Sub-Saharan Africa;335
Sub-Saharan Africa;6953
Sub-Saharan Africa;5084
Central America and the Caribbean;673
Asia;1692
Middle East and North Africa;3146
Australia and Oceania;2072
Sub-Saharan Africa;2536
Middle East and North Africa;638
Europe;9508
Europe;4306
Sub-Saharan Africa;7225
Sub-Saharan Africa;2488
Middle East and North Africa;1351
Europe;7099
Australia and Oceania;50
Middle East and North Africa;2553
Sub-Saharan Africa;3987
Central America and the Caribbean;5764
Central America and the Caribbean;6325
Sub-Saharan Africa;6146
Europe;2729
Asia;5612
Asia;1363
Australia and Oceania;8579
Sub-Saharan Africa;2890
Europe;1958
Sub-Saharan Africa;475
Middle East and North Africa;5164
Middle East and North Africa;9782
Sub-Saharan Africa;112
Europe;8974
Australia and Oceania;1216
Sub-Saharan Africa;8717
Asia;5388
Sub-Saharan Africa;2173
Europe;2045
Europe;5008
Europe;3098
Australia and Oceania;5384
Middle East and North Africa;2964
Middle East and North Africa;3967
Australia and Oceania;8555
Asia;3920
Central America and the Caribbean;9286
Central America and the Caribbean;908
Europe;7071
Europe;3093
Asia;6324
Asia;1142
Europe;3958
Europe;8216
Asia;9389
Australia and Oceania;9982
Sub-Saharan Africa;4530
Sub-Saharan Africa;4601
Sub-Saharan Africa;3795
Central America and the Caribbean;2740
Europe;4098
Central America and the Caribbean;7561
Asia;4853
Central America and the Caribbean;4729
Europe;7975
Europe;2408
Sub-Saharan Africa;7877
Europe;1262
Middle East and North Africa;1474
Europe;4455
Sub-Saharan Africa;8179
Australia and Oceania;7651
Europe;9906
Europe;9014
Asia;1071
Middle East and North Africa;9208
Europe;8586
Europe;1397
Europe;1866
Middle East and North Africa;1246
Europe;2824
Asia;6918
Sub-Saharan Africa;5876
Central America and the Caribbean;9078
Sub-Saharan Africa;7934
Sub-Saharan Africa;889
Middle East and North Africa;8414
Central America and the Caribbean;8015
Middle East and North Africa;9228
Sub-Saharan Africa;8621
Central America and the Caribbean;4792
Sub-Saharan Africa;3371
Asia;2019
Central America and the Caribbean;5429
North America;323
Europe;458
Europe;1619
Central America and the Caribbean;6623
Europe;320
Australia and Oceania;4589
Asia;3340
Europe;7518
Central America and the Caribbean;94
Sub-Saharan Africa;1075
Europe;2496
Australia and Oceania;3424
Central America and the Caribbean;4959
Europe;5230
Europe;4398
Asia;9655
Sub-Saharan Africa;226
Asia;2366
Sub-Saharan Africa;4359
Australia and Oceania;1524
Europe;1209
Europe;7795
Asia;7692
Middle East and North Africa;4342
Asia;3220
Central America and the Caribbean;6830
Europe;9708
Australia and Oceania;3422
Asia;1571
Asia;4784
Europe;5722
Sub-Saharan Africa;4078
Sub-Saharan Africa;1575
Europe;6968
Europe;1044
Middle East and North Africa;1620
Sub-Saharan Africa;8544
Sub-Saharan Africa;8696
Sub-Saharan Africa;988
Europe;1362
Europe;7791
Sub-Saharan Africa;5280
Sub-Saharan Africa;866
Sub-Saharan Africa;8616
Australia and Oceania;4628
Sub-Saharan Africa;2033
Middle East and North Africa;5991
Australia and Oceania;8695
Sub-Saharan Africa;4368
Middle East and North Africa;4266
Middle East and North Africa;1675
Middle East and North Africa;6911
Sub-Saharan Africa;2324
Europe;7293
Asia;3230
Sub-Saharan Africa;8577
Central America and the Caribbean;3807
Sub-Saharan Africa;6426
Europe;5969
Europe;9005
Middle East and North Africa;4131
Sub-Saharan Africa;6977
Sub-Saharan Africa;5206
Europe;3508
Sub-Saharan Africa;8607
Sub-Saharan Africa;4260
Asia;6251
Asia;7398
Australia and Oceania;2549
Asia;3585
Middle East and North Africa;4417
Sub-Saharan Africa;5987
Sub-Saharan Africa;1269
Middle East and North Africa;267
Europe;5018
Australia and Oceania;4589
Asia;79
Central America and the Caribbean;9617
Sub-Saharan Africa;3365
Middle East and North Africa;8516
Sub-Saharan Africa;4292
Sub-Saharan Africa;6948
Europe;4772
Central America and the Caribbean;3079
Sub-Saharan Africa;9220
Sub-Saharan Africa;7573
Australia and Oceania;4550
Sub-Saharan Africa;3593
Asia;176
Middle East and North Africa;6803
Europe;8012
Europe;5369
Middle East and North Africa;2472
Central America and the Caribbean;9952
Sub-Saharan Africa;471
Middle East and North Africa;3719
Sub-Saharan Africa;1421
Middle East and North Africa;2332
Central America and the Caribbean;7238
Asia;3957
Sub-Saharan Africa;2336
Europe;9256
Europe;3628
Europe;1394
Asia;528
Sub-Saharan Africa;6035
Europe;4951
Europe;1343
Sub-Saharan Africa;1311
Sub-Saharan Africa;7983
Middle East and North Africa;6521
Central America and the Caribbean;9118
North America;9996
Europe;412
Asia;3650
Europe;29
Europe;1897
Europe;8634
Europe;1651
Middle East and North Africa;9390
Middle East and North Africa;2326
Asia;7962
Sub-Saharan Africa;5836
Europe;2514
Australia and Oceania;6595
Sub-Saharan Africa;3709
Europe;1517
Europe;4712
Europe;16
Asia;1186
Sub-Saharan Africa;4007
Europe;1297
Central America and the Caribbean;7904
Middle East and North Africa;5707
Europe;8619
Middle East and North Africa;7582
Middle East and North Africa;5568
Sub-Saharan Africa;2584
Europe;665
Asia;8879
Europe;8324
Australia and Oceania;7130
Europe;5458
Europe;501
Asia;1482
Europe;4656
Sub-Saharan Africa;8310
Europe;7760
Asia;355
Middle East and North Africa;476
Sub-Saharan Africa;4533
Sub-Saharan Africa;5969
Asia;257
Asia;9902
Asia;9440
Central America and the Caribbean;440
Europe;6498
Middle East and North Africa;8246
Australia and Oceania;8344
Central America and the Caribbean;6485
Sub-Saharan Africa;4393
Asia;821
Sub-Saharan Africa;6557
Asia;9418
Asia;9253
Middle East and North Africa;2940
Asia;9392
Europe;4551
Australia and Oceania;6390
Sub-Saharan Africa;9915
Asia;2161
Asia;7196
Australia and Oceania;1118
Europe;7058
Europe;176
Europe;2665
Middle East and North Africa;8749
Europe;9682
Asia;8751
Central America and the Caribbean;6272
Europe;4595
Europe;3099
Australia and Oceania;3197
Europe;3328
Sub-Saharan Africa;3969
Europe;2623
Middle East and North Africa;8827
Middle East and North Africa;9147
Sub-Saharan Africa;2183
Sub-Saharan Africa;3565
Europe;953
Middle East and North Africa;9040
Sub-Saharan Africa;4550
Europe;1238
Central America and the Caribbean;4889
Australia and Oceania;8321
Middle East and North Africa;6383
Europe;954
North America;5946
Sub-Saharan Africa;2301
North America;2993
Europe;8026
North America;9438
Middle East and North Africa;6294
Asia;9694
Europe;7767
Australia and Oceania;676
Europe;5611
Europe;1797
Australia and Oceania;5489
Europe;4973
Middle East and North Africa;5565
Europe;4616
Sub-Saharan Africa;6504
Sub-Saharan Africa;7641
Europe;1469
Middle East and North Africa;3463
Sub-Saharan Africa;6125
Asia;3994
Asia;8636
Sub-Saharan Africa;3649
Sub-Saharan Africa;9665
Europe;9343
Asia;2377
Sub-Saharan Africa;489
Asia;2435
Asia;9002
Asia;8005
Middle East and North Africa;9294
Australia and Oceania;9749
Sub-Saharan Africa;8282
Europe;833
Sub-Saharan Africa;5377
Australia and Oceania;6919
Sub-Saharan Africa;2496
Sub-Saharan Africa;6173
Asia;4051
Europe;9258
Europe;6956
Asia;9338
Asia;627
Sub-Saharan Africa;2077
Middle East and North Africa;6976
Australia and Oceania;5640
Europe;418
Europe;690
Europe;7867
Sub-Saharan Africa;392
Europe;8737
Central America and the Caribbean;409
Sub-Saharan Africa;4943
Middle East and North Africa;8906
Central America and the Caribbean;897
Asia;6546
Middle East and North Africa;3515
Middle East and North Africa;6494
Europe;2209
Australia and Oceania;4414
Europe;8896
Central America and the Caribbean;8470
Australia and Oceania;7987
Sub-Saharan Africa;9326
Sub-Saharan Africa;6398
Europe;146
Australia and Oceania;3543
Sub-Saharan Africa;6594
Sub-Saharan Africa;1335
Europe;6834
Sub-Saharan Africa;4189
Sub-Saharan Africa;1530
Central America and the Caribbean;9018
Sub-Saharan Africa;3846
Central America and the Caribbean;5237
Sub-Saharan Africa;9447
Sub-Saharan Africa;4761
Australia and Oceania;6496
Asia;2001
Middle East and North Africa;5657
Sub-Saharan Africa;3874
Europe;95
Europe;9793
Sub-Saharan Africa;5474
Asia;1672
Europe;9957
Middle East and North Africa;3926
Europe;4209
Sub-Saharan Africa;3467
Central America and the Caribbean;1393
Sub-Saharan Africa;9711
Asia;7175
Europe;4571
Middle East and North Africa;9717
Europe;2461
Sub-Saharan Africa;9684
Central America and the Caribbean;296
Sub-Saharan Africa;240
Sub-Saharan Africa;7489
Asia;7049
Europe;5955
Europe;8275
Middle East and North Africa;108
Europe;4583
Central America and the Caribbean;6861
Sub-Saharan Africa;9136
Sub-Saharan Africa;5629
Asia;7598
Europe;8326
Europe;8133
Europe;9366
Europe;1406
Asia;5663
Europe;580
Middle East and North Africa;6631
Asia;1320
Middle East and North Africa;4184
Middle East and North Africa;1789
North America;2736
Europe;2652
Asia;9201
Europe;7073
Australia and Oceania;2993
Europe;716
Europe;6027
Middle East and North Africa;1744
Sub-Saharan Africa;2716
Asia;823
Middle East and North Africa;9975
Middle East and North Africa;1115
Europe;7217
Central America and the Caribbean;8286
Asia;6357
Sub-Saharan Africa;499
Europe;1809
Middle East and North Africa;8417
Europe;486
Asia;5206
Australia and Oceania;1803
North America;6530
Europe;7673
Sub-Saharan Africa;551
Central America and the Caribbean;2512
Sub-Saharan Africa;7935
Australia and Oceania;3233
Europe;1846
Sub-Saharan Africa;9249
Central America and the Caribbean;7947
Asia;2476
Asia;4403
Central America and the Caribbean;7327
Europe;1877
Middle East and North Africa;716
Middle East and North Africa;3535
Sub-Saharan Africa;2057
Middle East and North Africa;5039
Sub-Saharan Africa;3265
Europe;4553
Sub-Saharan Africa;8753
Sub-Saharan Africa;2743
Europe;5435
Australia and Oceania;2772
Sub-Saharan Africa;2727
Europe;304
Europe;2540
Middle East and North Africa;3503
Europe;9290
Europe;3033
Sub-Saharan Africa;9891
Sub-Saharan Africa;2058
Sub-Saharan Africa;3757
Europe;6243
Europe;2802
Sub-Saharan Africa;3751
Europe;1439
Central America and the Caribbean;5246
Sub-Saharan Africa;6584
Sub-Saharan Africa;3893
Australia and Oceania;7649
North America;5356
Sub-Saharan Africa;6550
Middle East and North Africa;7798
North America;7699
Central America and the Caribbean;1884
Asia;8012
Europe;777
Central America and the Caribbean;6902
Asia;143
Europe;6284
Sub-Saharan Africa;8144
Central America and the Caribbean;571
North America;5445
North America;6677
Australia and Oceania;5210
Asia;4017
Europe;3103
Europe;4504
Asia;7288
Asia;2554
Sub-Saharan Africa;8430
Asia;5078
North America;9691
Europe;1493
Europe;6737
Middle East and North Africa;3711
Sub-Saharan Africa;7732
Middle East and North Africa;6148
Central America and the Caribbean;3339
Asia;5716
Europe;6722
Asia;1830
Sub-Saharan Africa;3546
Middle East and North Africa;6405
Sub-Saharan Africa;1974
Middle East and North Africa;3853
Asia;2671
Sub-Saharan Africa;1090
Australia and Oceania;8801
Asia;7529
Europe;6028
Europe;5084
Central America and the Caribbean;2515
Middle East and North Africa;8170
Sub-Saharan Africa;8928
Europe;3700
Middle East and North Africa;8429
Australia and Oceania;1089
Central America and the Caribbean;6684
Middle East and North Africa;2250
Asia;1855
Central America and the Caribbean;1598
Europe;4608
Middle East and North Africa;6046
Central America and the Caribbean;8106
Sub-Saharan Africa;5010
Sub-Saharan Africa;8013
Sub-Saharan Africa;402
Middle East and North Africa;2494
Sub-Saharan Africa;6637
Sub-Saharan Africa;2212
Europe;629
Europe;332
Sub-Saharan Africa;1792
Asia;2517
Europe;2041
Europe;6932
Central America and the Caribbean;5788
Sub-Saharan Africa;4240
Middle East and North Africa;9949
Sub-Saharan Africa;7606
Europe;3936
Sub-Saharan Africa;2694
Europe;9666
Sub-Saharan Africa;7668
Central America and the Caribbean;1550
Asia;3192
Asia;6504
Sub-Saharan Africa;2429
Central America and the Caribbean;3942
Asia;1045
Sub-Saharan Africa;5777
Europe;7203
Australia and Oceania;6423
Europe;1567
Australia and Oceania;2796
Asia;7302
Sub-Saharan Africa;4308
Europe;70
Asia;2874
Sub-Saharan Africa;8037
Sub-Saharan Africa;2908
Europe;1867
Europe;1324
North America;4723
Europe;7536
Sub-Saharan Africa;2269
Europe;3458
Europe;2670
Sub-Saharan Africa;3504
Australia and Oceania;6590
Europe;4589
Sub-Saharan Africa;7192
Europe;6125
Europe;142
Australia and Oceania;28
Australia and Oceania;3602
Sub-Saharan Africa;712
Sub-Saharan Africa;8237
Europe;5089
Central America and the Caribbean;7211
Asia;2576
Australia and Oceania;6188
Asia;5085
Asia;3333
Australia and Oceania;7030
Central America and the Caribbean;9308
North America;5327
Central America and the Caribbean;7279
Sub-Saharan Africa;9388
Middle East and North Africa;2909
Asia;1128
Sub-Saharan Africa;4362
Sub-Saharan Africa;4960
Asia;2303
Asia;7800
Australia and Oceania;9895
Sub-Saharan Africa;9061
Sub-Saharan Africa;2803
Asia;657
Central America and the Caribbean;9190
Sub-Saharan Africa;7002
Europe;9721
Europe;5010
Australia and Oceania;7560
Middle East and North Africa;4095
Europe;8371
Europe;6172
Europe;317
Central America and the Caribbean;5654
Central America and the Caribbean;4064
Europe;9456
Sub-Saharan Africa;2774
Europe;6991
Australia and Oceania;2112
Middle East and North Africa;174
Sub-Saharan Africa;243
Sub-Saharan Africa;3418
Asia;7830
Sub-Saharan Africa;3639
North America;8037
Europe;248
Europe;6528
Sub-Saharan Africa;5162
Australia and Oceania;1468
Central America and the Caribbean;2794
Asia;3520
Central America and the Caribbean;57
Sub-Saharan Africa;5848
Sub-Saharan Africa;6367
Sub-Saharan Africa;4118
Central America and the Caribbean;3637
Asia;6491
Europe;6280
Australia and Oceania;3634
Asia;1212
Europe;8709
Sub-Saharan Africa;7847
Sub-Saharan Africa;7381
Central America and the Caribbean;8097
Europe;7814
Middle East and North Africa;6378
Sub-Saharan Africa;671
Europe;9604
Asia;9118
Europe;7188
Europe;8818
Asia;1044
Asia;7935
Europe;5588
Sub-Saharan Africa;7133
Australia and Oceania;7732
Sub-Saharan Africa;9576
Sub-Saharan Africa;6890
Sub-Saharan Africa;929
Europe;4978
Europe;9355
Middle East and North Africa;6408
Europe;5518
Australia and Oceania;8096
Sub-Saharan Africa;2583
Sub-Saharan Africa;9454
Europe;6214
Sub-Saharan Africa;2398
Sub-Saharan Africa;4574
Sub-Saharan Africa;1340
Sub-Saharan Africa;8327
Central America and the Caribbean;3196
Middle East and North Africa;639
Asia;7379
Europe;7172
Europe;5804
Europe;6091
Central America and the Caribbean;2884
Middle East and North Africa;8061
Asia;5533
Central America and the Caribbean;6244
Asia;3166
Sub-Saharan Africa;6305
Sub-Saharan Africa;7696
Europe;6408
Sub-Saharan Africa;3538
Sub-Saharan Africa;7217
Sub-Saharan Africa;7606
Asia;1897
Asia;9314
Europe;6111
Sub-Saharan Africa;575
Middle East and North Africa;8023
Europe;5804
Asia;8298
Australia and Oceania;1916
Australia and Oceania;99
Europe;8323
Asia;9091
Sub-Saharan Africa;6940
Sub-Saharan Africa;3437
Asia;2182
Australia and Oceania;3802
Sub-Saharan Africa;961
Europe;3350
Asia;2693
Asia;7745
Middle East and North Africa;9292
Sub-Saharan Africa;5150
Sub-Saharan Africa;5170
Sub-Saharan Africa;6231
North America;7243
Europe;4150
Central America and the Caribbean;4925
Sub-Saharan Africa;4573
Middle East and North Africa;129
Asia;5662
Sub-Saharan Africa;7270
Asia;8083
Europe;3262
Sub-Saharan Africa;4999
Asia;7518
Europe;2074
Sub-Saharan Africa;1953
Asia;7473
North America;981
Sub-Saharan Africa;1859
Sub-Saharan Africa;1517
Europe;8397
Sub-Saharan Africa;2973
Asia;2750
Central America and the Caribbean;7264
Asia;3082
Asia;8804
Europe;59
Sub-Saharan Africa;4508
Central America and the Caribbean;6843
Australia and Oceania;3788
Middle East and North Africa;9099
Sub-Saharan Africa;8560
Europe;4991
Sub-Saharan Africa;3238
Sub-Saharan Africa;5182
Sub-Saharan Africa;4735
Sub-Saharan Africa;2838
Sub-Saharan Africa;2465
Sub-Saharan Africa;3622
Europe;8344
Asia;5698
Sub-Saharan Africa;6783
Central America and the Caribbean;9730
Sub-Saharan Africa;4699
Sub-Saharan Africa;8882
Sub-Saharan Africa;1504
